VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,VILLENG,COUNTYID,COUNTYCODE,TOWNID,TOWNCODE,NOTE,105green,105water,108green,109green,110green,107green,106green,m109300,m109300s,m109500,m109500m,m108300,m108300s,m108500,m108500m,m107300,m107300s,m107500s,m107500m,m106300,m106300s,m106500,m106500s,m105300,m105300s,m105500,m105500s,fire,police,primary,secondary,gym,area
"63000050014",臺北市,中正區,忠勤里,Zhongqin Vil.,A,"63000",A03,"63000050",,"0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"99784"
"63000030015",臺北市,大安區,龍安里,Long'an Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1","1","1","1","1",,"176701"
"63000050013",臺北市,中正區,龍興里,Longxing Vil.,A,"63000",A03,"63000050",,"0","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"93732"
"63000030027",臺北市,大安區,龍雲里,Longyun Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"161164"
"63000030023",臺北市,大安區,新龍里,Xinlong Vil.,A,"63000",A02,"63000030",,"0","0","0","0","1","1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1","1","1","1","1",,"92542"
"63000050019",臺北市,中正區,南福里,Nanfu Vil.,A,"63000",A03,"63000050",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"241031"
"63000050018",臺北市,中正區,龍光里,Longguang Vil.,A,"63000",A03,"63000050",,"1","0","1","1","1","1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,"1","1","1",,"160857"
"63000030020",臺北市,大安區,錦泰里,Jintai Vil.,A,"63000",A02,"63000030",,"0","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1",,"1",,"139907"
"63000070016",臺北市,萬華區,和平里,Heping Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"141961"
"63000070012",臺北市,萬華區,雙園里,Shuangyuan Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"154396"
"63000020030",臺北市,信義區,三張里,Sanzhang Vil.,A,"63000",A17,"63000020",,"1","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","294456"
"63000020028",臺北市,信義區,景新里,Jingxin Vil.,A,"63000",A17,"63000020",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","215526"
"63000020034",臺北市,信義區,景聯里,Jinglian Vil.,A,"63000",A17,"63000020",,"0","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"110930"
"63000030031",臺北市,大安區,通化里,Tonghua Vil.,A,"63000",A02,"63000030",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"117856"
"63000030032",臺北市,大安區,通安里,Tong'an Vil.,A,"63000",A02,"63000030",,"0","0","0","0","0","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"117764"
"63000030030",臺北市,大安區,義安里,Yi'an Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"173229"
"63000050015",臺北市,中正區,廈安里,Xia'an Vil.,A,"63000",A03,"63000050",,"0","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"82399"
"63000030029",臺北市,大安區,住安里,Zhu'an Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"134690"
"63000030022",臺北市,大安區,龍圖里,Longtu Vil.,A,"63000",A02,"63000030",,"0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"219082"
"63000030041",臺北市,大安區,龍門里,Longmen Vil.,A,"63000",A02,"63000030",,"0","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"509991"
"63000020031",臺北市,信義區,三犁里,Sanli Vil.,A,"63000",A17,"63000020",,"1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1","1","559379"
"63000070017",臺北市,萬華區,綠堤里,Lvti Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"172250"
"63000030017",臺北市,大安區,福住里,Fuzhu Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"146385"
"63000070011",臺北市,萬華區,頂碩里,Dingshuo Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"162940"
"63000030018",臺北市,大安區,永康里,Yongkang Vil.,A,"63000",A02,"63000030",,"0","0","1","0","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"124918"
"63000020004",臺北市,信義區,中興里,Zhongxing Vil.,A,"63000",A17,"63000020",,"0","0","1","0","0","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,,"83146"
"63000050021",臺北市,中正區,新營里,Xinying Vil.,A,"63000",A03,"63000050",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","156172"
"63000050020",臺北市,中正區,龍福里,Longfu Vil.,A,"63000",A03,"63000050",,"1","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","217728"
"63000070018",臺北市,萬華區,華江里,Huajiang Vil.,A,"63000",A05,"63000070",,"1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"525901"
"63000070015",臺北市,萬華區,糖廍里,Tangbu Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"151493"
"63000030019",臺北市,大安區,光明里,Guangming Vil.,A,"63000",A02,"63000030",,"0","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"126547"
"63000020022",臺北市,信義區,松友里,Songyou Vil.,A,"63000",A17,"63000020",,"1","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"215734"
"63000070010",臺北市,萬華區,富福里,Fufu Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"194817"
"63000050017",臺北市,中正區,南門里,Nanmen Vil.,A,"63000",A03,"63000050",,"1","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"321024"
"63000050016",臺北市,中正區,愛國里,Aiguo Vil.,A,"63000",A03,"63000050",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"80910"
"63000020021",臺北市,信義區,松隆里,Songlong Vil.,A,"63000",A17,"63000020",,"1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1","1",,"746837"
"63000020002",臺北市,信義區,正和里,Zhenghe Vil.,A,"63000",A17,"63000020",,"0","0","1","1","1","1","0",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1","1","1","1",,,"75362"
"63000030056",臺北市,大安區,光信里,Guangxin Vil.,A,"63000",A02,"63000030",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"136075"
"63000030053",臺北市,大安區,敦煌里,Dunhuang Vil.,A,"63000",A02,"63000030",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"131062"
"63000050030",臺北市,中正區,文祥里,Wenxiang Vil.,A,"63000",A03,"63000050",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"116132"
"63000030051",臺北市,大安區,敦安里,Dun'an Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"178008"
"63000030001",臺北市,大安區,德安里,De'an Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"146283"
"63000030002",臺北市,大安區,仁慈里,Renci Vil.,A,"63000",A02,"63000030",,"0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"122056"
"63000030003",臺北市,大安區,和安里,He'an Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"298072"
"63000030004",臺北市,大安區,民炤里,Minzhao Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"260345"
"63000050031",臺北市,中正區,三愛里,San'ai Vil.,A,"63000",A03,"63000050",,"0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"210177"
"63000090018",臺北市,南港區,九如里,Jiuru Vil.,A,"63000",A13,"63000090",,"1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,"1","1",,,"7179444"
"63000020001",臺北市,信義區,西村里,Xicun Vil.,A,"63000",A17,"63000020",,"0","0","1","1","0","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","523184"
"63000020009",臺北市,信義區,安康里,Ankang Vil.,A,"63000",A17,"63000020",,"0","0","1","1","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1","1","500882"
"63000070009",臺北市,萬華區,仁德里,Rende Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1","1","1","1","1",,"108984"
"63000020020",臺北市,信義區,國業里,Guoye Vil.,A,"63000",A17,"63000020",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"90045"
"63000070008",臺北市,萬華區,福音里,Fuyin Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"111524"
"63000070007",臺北市,萬華區,富民里,Fumin Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"112503"
"63000020027",臺北市,信義區,大仁里,Daren Vil.,A,"63000",A17,"63000020",,"1","0","0","0","0","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"132635"
"63000020024",臺北市,信義區,中坡里,Zhongpo Vil.,A,"63000",A17,"63000020",,"1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"408991"
"63000020008",臺北市,信義區,廣居里,Guangju Vil.,A,"63000",A17,"63000020",,"0","0","0","1","0","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"168216"
"63000020003",臺北市,信義區,興隆里,Xinglong Vil.,A,"63000",A17,"63000020",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,,"257166"
"63000030052",臺北市,大安區,正聲里,Zhengsheng Vil.,A,"63000",A02,"63000030",,"0","0","0","1","1","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"106197"
"63000090019",臺北市,南港區,仁福里,Renfu Vil.,A,"63000",A13,"63000090",,"1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"337857"
"63000050029",臺北市,中正區,文北里,Wenbei Vil.,A,"63000",A03,"63000050",,"1","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1",,,"171806"
"63000030050",臺北市,大安區,建倫里,Jianlun Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"167034"
"63000030005",臺北市,大安區,仁愛里,Ren'ai Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"211185"
"63000030006",臺北市,大安區,義村里,Yicun Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"245934"
"63000090014",臺北市,南港區,百福里,Baifu Vil.,A,"63000",A13,"63000090",,"1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1","1",,"272389"
"63000020025",臺北市,信義區,中行里,Zhongxing Vil.,A,"63000",A17,"63000020",,"1","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"599944"
"63000070004",臺北市,萬華區,新起里,Xinqi Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"126786"
"63000050022",臺北市,中正區,建國里,Jianguo Vil.,A,"63000",A03,"63000050",,"1","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","599128"
"63000070019",臺北市,萬華區,柳鄉里,Liuxiang Vil.,A,"63000",A05,"63000070",,"1","1","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"707149"
"63000070006",臺北市,萬華區,青山里,Qingshan Vil.,A,"63000",A05,"63000070",,"1","1","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"347914"
"63000020019",臺北市,信義區,富台里,Futai Vil.,A,"63000",A17,"63000020",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,,"111611"
"63000050027",臺北市,中正區,幸市里,Xingshi Vil.,A,"63000",A03,"63000050",,"0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,,"165338"
"63000020023",臺北市,信義區,松光里,Songguang Vil.,A,"63000",A17,"63000020",,"0","0","1","1","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"108924"
"63000050028",臺北市,中正區,東門里,Dongmen Vil.,A,"63000",A03,"63000050",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","747386"
"63000020015",臺北市,信義區,長春里,Changchun Vil.,A,"63000",A17,"63000020",,"0","0","1","1","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"82164"
"63000090016",臺北市,南港區,舊莊里,Jiuzhuang Vil.,A,"63000",A13,"63000090",,"1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"5366357"
"63000020006",臺北市,信義區,興雅里,Xingya Vil.,A,"63000",A17,"63000020",,"0","0","0","1","0","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"248849"
"63000070003",臺北市,萬華區,西門里,Ximen Vil.,A,"63000",A05,"63000070",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,"1","140212"
"63000020026",臺北市,信義區,大道里,Dadao Vil.,A,"63000",A17,"63000020",,"0","0","1","1","0","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","118618"
"63000030055",臺北市,大安區,車層里,Checeng Vil.,A,"63000",A02,"63000030",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","121700"
"63000030008",臺北市,大安區,昌隆里,Changlong Vil.,A,"63000",A02,"63000030",,"0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"133520"
"63000030009",臺北市,大安區,誠安里,Cheng'an Vil.,A,"63000",A02,"63000030",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"107471"
"63000070005",臺北市,萬華區,菜園里,Caiyuan Vil.,A,"63000",A05,"63000070",,"1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1",,,"315159"
"63000030049",臺北市,大安區,建安里,Jian'an Vil.,A,"63000",A02,"63000030",,"1","0","0","1","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1","1","149733"
"63000030010",臺北市,大安區,光武里,Guangwu Vil.,A,"63000",A02,"63000030",,"1","0","0","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","200559"
"63000030054",臺北市,大安區,華聲里,Huasheng Vil.,A,"63000",A02,"63000030",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1",,,"137817"
"63000030007",臺北市,大安區,民輝里,Minhui Vil.,A,"63000",A02,"63000030",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"338957"
"63000020018",臺北市,信義區,永春里,Yongchun Vil.,A,"63000",A17,"63000020",,"0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","141381"
"63000050026",臺北市,中正區,幸福里,Xingfu Vil.,A,"63000",A03,"63000050",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,"1","288138"
"63000090013",臺北市,南港區,鴻福里,Hongfu Vil.,A,"63000",A13,"63000090",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1","1","117189"
"63000020017",臺北市,信義區,四維里,Siwei Vil.,A,"63000",A17,"63000020",,"0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"57047"
"63000020013",臺北市,信義區,五全里,Wuquan Vil.,A,"63000",A17,"63000020",,"0","0","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"81513"
"63000020010",臺北市,信義區,六藝里,Liuyi Vil.,A,"63000",A17,"63000020",,"0","0","0","0","0","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"59334"
"63000020007",臺北市,信義區,敦厚里,Dunhou Vil.,A,"63000",A17,"63000020",,"0","0","0","0","0","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"111944"
"63000070002",臺北市,萬華區,萬壽里,Wanshou Vil.,A,"63000",A05,"63000070",,"0","1","0","0","0","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,"1","178190"
"63000090011",臺北市,南港區,成福里,Chengfu Vil.,A,"63000",A13,"63000090",,"1","0","1","1","1","1","1",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","517088"
"63000040037",臺北市,中山區,埤頭里,Bitou Vil.,A,"63000",A10,"63000040",,"0","0","0","0","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"179223"
"63000050025",臺北市,中正區,梅花里,Meihua Vil.,A,"63000",A03,"63000050",,"0","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"447981"
"63000090012",臺北市,南港區,萬福里,Wanfu Vil.,A,"63000",A13,"63000090",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1","1","104072"
"63000010027",臺北市,松山區,中崙里,Zhonglun Vil.,A,"63000",A01,"63000010",,"0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","88522"
"63000010034",臺北市,松山區,福成里,Fucheng Vil.,A,"63000",A01,"63000010",,"1","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","73812"
"63000010030",臺北市,松山區,敦化里,Dunhua Vil.,A,"63000",A01,"63000010",,"1","0","1","1","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","136649"
"63000010029",臺北市,松山區,吉仁里,Jiren Vil.,A,"63000",A01,"63000010",,"0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","61161"
"63000010031",臺北市,松山區,復源里,Fuyuan Vil.,A,"63000",A01,"63000010",,"0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","52206"
"63000010032",臺北市,松山區,復建里,Fujian Vil.,A,"63000",A01,"63000010",,"0","0","0","0","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1","1","86288"
"63000040038",臺北市,中山區,朱崙里,Zhulun Vil.,A,"63000",A10,"63000040",,"0","0","0","0","1","1","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"127671"
"63000020012",臺北市,信義區,五常里,Wuchang Vil.,A,"63000",A17,"63000020",,"0","0","0","0","0","1","0",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1","1","1","1","1",,"82441"
"63000010025",臺北市,松山區,復盛里,Fucheng Vil.,A,"63000",A01,"63000010",,"0","0","0","0","1","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"155311"
"63000040001",臺北市,中山區,正守里,Zhengshou Vil.,A,"63000",A10,"63000040",,"0","0","0","0","0","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"112866"
"63000050024",臺北市,中正區,黎明里,Liming Vil.,A,"63000",A03,"63000050",,"0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","617512"
"63000090017",臺北市,南港區,中研里,Zhongyan Vil.,A,"63000",A13,"63000090",,"1","0","1","1","1","1","1",,,,,,,,,,,,,,,,,,,,,"1","1","1",,,"936011"
"63000020005",臺北市,信義區,新仁里,Xinren Vil.,A,"63000",A17,"63000020",,"0","0","0","0","1","0","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"591682"
"63000020011",臺北市,信義區,雅祥里,Yaxiang Vil.,A,"63000",A17,"63000020",,"0","0","0","0","1","0","0",,,"1",,,,"1",,,,"1",,,,"1",,,,"1",,"1","1","1","1",,"167041"
"63000070001",臺北市,萬華區,福星里,Fuxing Vil.,A,"63000",A05,"63000070",,"1","1","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","233929"
"63000010019",臺北市,松山區,安平里,Anping Vil.,A,"63000",A01,"63000010",,"0","0","0","0","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"210230"
"63000010026",臺北市,松山區,中正里,Zhongzheng Vil.,A,"63000",A01,"63000010",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","352060"
"63000040040",臺北市,中山區,復華里,Fuhua Vil.,A,"63000",A10,"63000040",,"0","0","0","0","0","0","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"224924"
"63000040005",臺北市,中山區,康樂里,Kangle Vil.,A,"63000",A10,"63000040",,"0","0","0","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","155263"
"63000090009",臺北市,南港區,玉成里,Yucheng Vil.,A,"63000",A13,"63000090",,"1","1","0","0","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1",,"1","418060"
"63000090003",臺北市,南港區,新富里,Xinfu Vil.,A,"63000",A13,"63000090",,"1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"177368"
"63000090002",臺北市,南港區,中南里,Zhongnan Vil.,A,"63000",A13,"63000090",,"1","0","1","1","1","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"1720975"
"63000090007",臺北市,南港區,東明里,Dongming Vil.,A,"63000",A13,"63000090",,"1","0","1","1","0","1","1","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"315294"
"63000010015",臺北市,松山區,中華里,Zhonghua Vil.,A,"63000",A01,"63000010",,"1","0","1","1","1","1","0","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1","1","197638"
"63000010012",臺北市,松山區,龍田里,Longtian Vil.,A,"63000",A01,"63000010",,"0","0","1","0","1","1","0","1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1",,"1","1","1","1",,"227423"
"63000060005",臺北市,大同區,永樂里,Yongle Vil.,A,"63000",A09,"63000060",,"0","0","1","1","1","1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1",,"1","1","1","1","1","1",,"223950"
"63000060006",臺北市,大同區,朝陽里,Zhaoyang Vil.,A,"63000",A09,"63000060",,"0","0","0","0","0","0","0",,,"1","1",,,"1","1",,,"1","1",,,"1","1",,,"1","1","1","1","1","1",,"103312"
